PAGEMIEG,PATTCRU,PATTSITC,PATTSKP,PEDUCMIE,PEFATINC,PFMTYPG,PFTENUR,PLFFPTME,PNBEARG,PPVRES,PWAPRVAL,PWASTDEP,PWATFS,PWDPRMOR,PWDSLOAN,PWDSTCRD,PWDSTLOC,PWNETWPG
7,4,3,2,4,136575,2,1,3,0,12,350000,105000,200000,0,0,0,0,3145000
6,4,3,2,2,22750,1,3,3,0,10,0,150,0,0,0,0,0,20575
4,4,3,2,4,176850,3,2,1,2,59,1600000,20000,10500,170000,0,0,0,2816000
7,6,3,2,1,36275,1,3,3,0,47,0,100000,0,0,0,0,0,236050
4,3,1,1,3,84450,3,2,1,2,12,90000,-7500,0,70000,4750,1900,0,152710
5,4,3,2,2,154475,2,1,1,2,24,450000,6000,0,0,0,0,0,1812000
3,4,2,2,4,286850,3,2,1,2,59,1500000,155000,0,700000,0,0,0,2131500
2,4,2,2,4,59650,1,2,1,1,35,1200000,5250,0,675000,0,2000,0,554250
5,4,1,2,3,112325,2,1,1,1,47,340000,39000,100000,0,0,0,0,2384000
7,4,2,2,2,82975,1,1,3,0,46,340000,95000,80000,0,0,950,0,921050
5,4,2,2,4,155175,4,1,1,3,35,1550000,8000,0,0,0,6000,320000,3110000
6,4,2,2,3,35000,2,1,3,0,35,675000,7250,0,0,0,0,28000,687250
7,4,3,2,4,117875,2,1,9,1,24,875000,230000,160000,0,0,0,72500,2107500
2,3,2,1,3,162775,3,2,1,2,59,290000,3000,1000,135000,30000,6750,6500,1165500
6,6,3,2,2,29250,1,1,3,0,10,410000,26000,0,0,0,0,0,598750
6,3,3,2,3,38275,2,2,2,1,35,450000,1750,40,52500,0,3100,0,573370
3,4,3,2,4,317425,3,2,1,2,35,1300000,250000,105000,270000,0,0,0,2970150
3,3,3,2,4,70000,9,2,3,2,35,525000,6250,0,36000,0,19500,0,9990750
7,4,3,2,1,27750,1,1,3,0,35,310000,1100,0,0,0,0,0,435600
6,4,2,2,4,59700,1,1,3,0,35,1200000,150000,115000,0,0,0,0,2725000
4,4,3,2,4,134300,3,2,1,2,24,1200000,27000,22000,360000,0,0,0,2375500
7,3,3,2,4,104900,2,1,3,0,35,1600000,3900,60,0,0,5250,0,3047210
3,4,2,2,3,38650,1,3,1,1,12,0,31000,150,0,5250,0,0,64150
4,4,2,2,4,136750,3,2,1,2,59,1600000,23000,70000,92500,0,0,0,1946750
6,3,3,2,1,94700,2,1,2,2,35,95000,4750,10000,0,0,4000,0,198750
3,6,2,1,3,113300,3,2,1,3,12,200000,0,0,140000,0,0,0,150775
5,3,2,2,4,184925,9,2,1,1,47,360000,15000,1050,105000,0,39000,43000,1452800
4,4,3,2,4,42000,3,2,1,1,48,850000,40000,35000,380000,9250,0,0,2918750
2,4,2,2,4,59425,4,1,1,2,59,875000,410000,165000,0,0,0,0,1950000
6,5,2,1,3,26000,1,2,3,0,24,270000,15500,0,77500,0,600,0,247950
4,4,1,2,4,1638300,9,1,1,2,59,4600000,40000,30000,0,0,0,0,8345000
6,4,2,2,4,125625,2,1,3,0,47,350000,55000,20000,0,0,0,0,1653000
6,4,3,2,9,51200,9,1,3,0,13,90000,13000,55000,0,0,0,0,345750
5,4,3,2,1,94450,2,1,3,1,47,400000,5250,52500,0,0,0,0,1895850
6,4,3,2,1,34650,1,3,1,1,47,0,9000,0,0,0,0,0,21500
6,4,2,2,2,13000,2,1,2,1,35,600000,125000,26000,0,0,30000,57500,896505
6,4,3,2,3,117300,4,1,3,9,59,2000000,110000,300000,0,0,0,0,5522750
6,4,3,2,4,153925,2,1,3,1,35,1750000,775000,185000,0,0,0,0,6068000
3,3,1,2,4,162375,3,2,1,2,24,475000,2900,4000,200000,0,0,29000,1480400
6,3,3,2,1,28200,2,3,3,1,35,0,6000,75000,0,0,5250,0,125250
3,4,3,2,3,168975,3,2,1,2,35,825000,85000,100000,650000,0,3100,0,1208900
5,4,3,2,4,101375,1,2,1,1,12,475000,425,95000,100000,0,0,0,1002675
5,6,3,2,3,13000,1,3,3,0,35,0,0,0,0,0,0,0,5000
1,4,1,2,4,49925,2,3,1,2,59,0,5000,9000,0,0,350,0,45875
4,4,3,2,4,231350,3,2,1,2,24,725000,475000,2600,450000,0,0,0,3026205
3,4,2,2,4,25000,3,2,2,1,35,1100000,31000,50000,330000,0,0,0,1855000
6,3,3,1,4,8250,1,3,2,0,59,0,100,0,0,0,52500,0,-23175
6,4,3,2,1,31750,1,3,3,0,24,0,575,30000,0,0,0,0,32625
6,4,3,2,2,43125,1,1,3,1,35,675000,23000,50000,0,0,0,0,1437000
6,4,2,2,2,84600,2,2,3,0,47,300000,13000,9500,115000,0,675,0,885825
7,4,3,2,2,51925,2,1,3,0,24,440000,7000,12000,0,0,0,0,618500
4,3,3,2,2,49100,3,3,2,3,59,0,1900,10500,0,0,20000,0,572900
5,4,3,2,1,66550,2,1,1,2,12,165000,2000,5250,0,0,0,0,378750
4,4,3,2,4,131300,4,2,1,3,24,270000,8000,125,85000,0,325,0,570300
6,4,3,2,4,51850,2,1,3,1,24,950000,2900,82500,0,0,0,5500,1433900
6,3,2,2,2,186275,2,1,3,0,59,3000000,21000,950,0,0,7250,310000,5608700
6,2,3,2,2,47000,2,1,3,0,24,145000,40000,0,0,0,0,0,269500
6,4,2,2,3,80500,4,1,3,0,48,2500000,380000,20000,0,0,0,0,2995955
2,4,1,2,4,132850,4,3,1,2,48,0,5250,0,0,0,15500,0,42255
5,4,2,2,4,168075,3,2,1,3,35,1100000,9500,0,550000,10000,0,0,734000
5,4,1,2,4,150575,2,1,1,2,46,650000,40000,18500,0,0,0,0,2754000
6,4,3,2,1,104825,2,1,3,2,46,190000,30000,70000,0,0,0,0,420500
4,3,3,1,3,144100,9,2,1,2,13,300000,44000,30000,9500,0,4750,0,2051750
3,2,2,1,4,90350,3,2,1,2,12,100000,-400,0,25000,475,11000,10000,196025
7,4,3,2,1,30400,1,3,3,0,24,0,8000,100000,0,0,0,0,423000
2,2,2,2,9,78175,9,3,1,9,13,0,-150,0,0,10000,5000,0,31855
6,4,3,2,4,444350,2,1,1,1,24,1900000,30000,250000,0,0,0,0,8050000
5,3,2,2,3,277900,4,2,1,3,10,360000,14500,0,300000,0,60000,0,277500
4,4,3,2,3,131850,3,2,1,3,24,600000,29000,72500,320000,0,0,0,1407000
6,4,2,2,3,66500,2,1,3,1,35,600000,19500,39000,0,0,0,0,3169200
6,4,3,2,2,35175,1,1,3,0,35,440000,6750,0,0,0,750,6000,910000
7,5,3,2,2,23200,1,1,3,0,13,43000,30,0,0,0,0,0,158030
6,4,3,2,4,174825,2,2,3,2,35,1750000,200000,125000,800000,0,0,0,6097500
4,4,3,2,4,45225,4,2,1,2,59,1450000,125000,11500,700000,0,3900,0,1867600
3,4,3,2,4,136750,3,2,1,2,35,850000,0,0,775000,0,3000,0,129775
5,3,2,2,2,18850,1,3,2,1,59,0,400,0,0,0,0,0,655
5,4,3,2,2,82975,4,3,1,2,24,0,150000,62500,0,0,0,0,680000
5,1,2,2,2,46225,9,2,1,1,13,240000,0,0,75000,0,29000,5000,202750
4,3,3,2,4,216575,3,2,1,3,24,1200000,3000,5000,525000,0,5000,0,1820000
6,4,1,2,4,114425,2,1,3,0,48,575000,200000,165000,0,0,0,0,3130000
3,3,2,2,2,151750,3,2,1,3,48,600000,3100,0,300000,0,4100,2000,939500
7,4,3,2,4,63550,1,1,3,0,59,3100000,45000,82500,0,0,0,0,4087500
6,4,3,2,2,57050,2,1,3,0,59,600000,10500,0,0,0,0,0,924000
4,3,1,2,2,156875,4,1,1,3,13,250000,3000,0,0,0,0,0,505000
5,4,3,2,2,70700,2,1,2,2,48,400000,45000,5250,0,0,0,0,573530
2,4,3,2,4,71875,9,2,2,2,10,145000,95000,0,19000,29000,0,0,197250
3,4,3,2,3,183875,4,2,1,3,24,320000,10500,8000,90000,0,0,0,831500
6,4,2,2,2,62725,1,1,1,1,48,290000,10500,57500,0,0,0,0,594500
7,4,3,2,2,56550,1,1,3,0,12,450000,100000,105000,0,0,0,0,1522000
5,3,3,2,4,178400,9,1,1,3,13,360000,1450,125000,0,46000,15000,95000,3184950
5,4,3,2,2,18125,1,1,6,0,24,290000,45000,115000,0,0,0,0,457750
6,6,3,2,4,23000,1,3,6,0,35,0,175,0,0,0,0,0,400
4,3,3,2,2,69700,3,2,1,2,35,1400000,6000,0,625000,4800,0,0,816800
4,3,2,2,3,91675,3,2,1,2,35,440000,7250,0,20000,0,6250,75000,607000
2,4,2,2,4,35800,1,3,1,1,12,0,2000,0,0,0,0,0,46250
4,6,3,1,1,75000,3,3,3,0,35,0,5,0,0,0,0,0,9505
5,4,3,2,4,133700,1,1,1,1,35,700000,155000,130000,0,0,0,0,2432250
5,3,3,2,3,82425,1,2,2,1,59,2000000,9500,50000,150000,0,25000,600000,3629000
6,4,3,2,2,59125,2,1,3,0,13,240000,8000,180000,0,0,0,0,530000
4,6,3,1,3,52275,2,3,2,2,24,0,225,0,0,0,0,0,215225
6,4,3,2,4,109775,4,2,3,1,35,800000,15000,11500,77500,0,275,2400,923275
6,4,3,2,3,65050,1,1,3,0,47,290000,30000,65000,0,0,0,0,1298750
2,4,3,2,3,92175,4,3,1,3,35,0,5,0,0,0,4000,0,998905
5,3,3,2,4,140425,9,2,1,2,11,825000,5000,1400,95000,0,3100,34000,2516800
4,3,3,2,4,166950,4,2,1,3,24,950000,1000,22000,320000,0,800,16500,1305705
6,4,3,2,4,152975,1,1,1,1,46,625000,130000,13000,0,0,0,0,1808000
2,3,3,2,3,47225,3,2,1,1,24,120000,4400,1800,46000,0,300,0,424900
6,4,3,2,4,148550,9,1,3,1,35,1050000,18500,195000,0,0,0,0,12593500
3,2,2,2,3,61625,3,2,1,1,35,600000,-775,600,300000,0,18000,62500,306125
6,4,3,2,4,132000,2,1,3,1,24,340000,5000,50000,0,0,0,0,1270250
3,3,3,2,2,158025,3,2,1,3,35,430000,1750,0,300000,0,55000,39000,239850
4,3,3,2,1,44925,3,3,2,1,24,0,1900,0,0,0,1800,0,9350
6,4,3,2,4,130900,2,1,3,0,47,390000,360000,170000,0,0,1000,0,1888000
7,1,3,2,4,31875,1,1,3,0,24,190000,21000,11500,0,0,0,0,378500
4,4,1,2,4,214300,3,2,1,3,35,310000,10000,9500,45000,0,0,0,913750
5,4,3,2,4,135475,4,2,1,3,35,1050000,47500,950,725000,0,34000,0,1182000
3,6,3,2,2,42000,4,3,3,9,12,0,2900,0,0,0,0,0,7650
4,4,3,2,4,167950,3,2,1,2,24,575000,82500,0,310000,0,0,6750,441750
4,3,2,2,3,78825,9,2,1,2,10,280000,2000,0,240000,0,9000,10000,338600
3,2,2,1,3,21000,4,2,1,1,24,210000,275,0,115000,0,6750,0,167525
4,4,2,2,2,73650,4,2,1,2,24,180000,1000,0,525,0,0,0,263475
6,3,3,2,2,57900,2,1,9,9,47,200000,57500,0,0,0,1200,0,637705
6,4,3,2,3,88825,1,1,3,0,10,500000,155000,310000,0,0,12000,0,1831000
5,2,2,2,2,48175,9,3,1,1,24,0,0,0,0,0,950,0,7250
4,2,2,2,4,74925,3,2,2,2,35,145000,1800,0,87500,0,275,7250,95575
6,4,3,2,4,128600,2,2,2,1,47,390000,7250,47000,25000,0,0,0,2425250
4,4,1,2,2,89075,1,3,1,1,24,0,5750,14000,0,0,0,0,386000
3,4,2,2,4,183250,3,2,1,2,24,550000,17500,8000,180000,0,0,40000,1191000
5,4,3,2,4,125425,2,1,1,2,10,400000,7750,14500,0,0,0,21000,2634300
6,4,2,2,2,148950,4,1,3,1,48,700000,25000,9500,0,0,0,0,1799500
5,4,1,2,4,508900,9,1,1,2,35,3800000,34000,0,0,0,0,1450000,20179000
5,3,3,1,3,88300,4,1,2,3,59,2000000,47000,140000,0,0,10000,0,3376000
5,3,2,2,3,137000,2,2,1,1,47,260000,17500,3100,40000,0,10500,12000,781100
6,4,3,2,4,78375,2,1,2,1,24,460000,45000,100000,0,0,0,0,1252005
4,2,3,2,2,108475,3,3,1,2,59,0,250,0,0,0,0,0,161255
6,4,3,2,3,80900,2,1,2,2,24,150000,100000,0,0,0,0,0,445250
4,4,1,2,4,197025,3,2,1,2,35,775000,5000,0,400000,0,0,0,4010000
4,4,2,2,3,100875,2,2,1,2,59,1600000,20000,0,150000,0,0,0,1989000
6,4,2,2,4,147475,2,1,3,0,59,1550000,480000,250000,0,0,0,0,4997500
5,4,3,2,4,168550,1,1,1,1,59,650000,27000,95000,0,0,0,87500,1159000
4,3,2,2,3,72900,4,2,1,2,24,330000,4750,9500,190000,0,67500,0,294050
7,4,3,2,4,101075,2,1,3,0,59,500000,50000,200000,0,0,0,0,2811500
5,2,2,2,3,44625,1,3,1,1,35,0,5500,0,0,0,36000,0,39000
5,4,1,2,4,147175,2,1,2,1,47,625000,340000,190000,0,0,5000,0,4895000
4,3,2,2,3,199050,4,2,1,3,59,1400000,1050,70000,775000,0,0,0,2135800
5,4,3,2,3,98900,2,1,1,1,59,950000,27000,160000,0,0,0,0,2523800
6,4,3,2,4,12000,1,1,1,1,59,475000,50000,0,0,0,0,0,947275
5,1,2,2,2,19800,1,3,2,1,10,0,150,0,0,0,450,0,1200
6,6,3,2,2,54925,2,3,1,2,24,0,10000,40000,0,0,0,0,56855
4,6,3,2,4,160400,3,2,1,2,24,525000,12000,200000,7000,0,0,0,1955250
7,4,3,2,3,113450,9,1,3,1,48,350000,19000,20000,0,0,0,0,959000
5,4,3,2,3,178400,4,2,1,2,35,1250000,60000,0,280000,0,0,0,1561000
2,6,2,2,4,92400,3,3,9,1,48,0,30,0,0,40000,0,0,-20470
5,3,2,1,2,20750,1,3,2,1,24,0,450,0,0,0,30000,0,-16450
6,4,2,2,3,44925,1,2,3,0,35,150000,55000,0,50000,0,0,0,189500
7,6,3,2,9,51100,2,3,3,0,46,0,80,0,0,0,0,0,101580
6,4,3,2,4,42950,2,1,3,0,12,480000,3000,130000,0,0,0,1200,1599050
5,4,3,2,4,75300,2,1,1,1,59,1850000,725000,190000,0,0,0,0,3451400
6,1,3,2,1,77450,2,3,2,1,24,0,130000,87500,0,0,0,0,635505
5,4,3,2,4,77125,1,2,2,1,59,825000,12500,52500,92500,0,0,0,1842800
5,6,3,2,1,27000,2,3,9,0,10,0,70,0,0,0,0,0,1070
2,4,3,2,3,27825,1,3,1,1,35,0,8250,7750,0,0,0,0,55500
3,3,3,2,2,104850,9,2,1,9,11,470000,8000,0,220000,0,3700,0,348700
6,4,2,2,3,48350,4,1,3,0,12,140000,11000,0,0,0,0,3100,181900
6,4,3,2,3,80225,2,1,3,2,47,240000,160000,190000,0,0,0,0,1211500
5,4,3,2,4,142000,4,1,3,1,35,1850000,200000,65000,0,0,0,0,5725500
3,4,2,2,4,166600,3,2,1,2,35,1250000,9500,5000,185000,0,0,0,1422005
6,6,2,2,1,39775,1,3,2,1,13,0,1000,0,0,0,0,0,7750
6,4,1,2,4,62725,1,1,3,0,35,1050000,10000,21000,0,0,0,0,3003100
5,2,2,2,4,68925,4,3,1,2,59,0,550,0,0,0,2800,550,93700
6,4,3,2,4,78550,2,1,3,0,24,725000,8250,40000,0,0,0,0,934250
5,4,3,2,3,74775,9,1,1,1,46,155000,11000,52500,0,0,0,0,1309000
6,4,3,2,4,65300,2,2,3,0,59,1400000,8000,75000,135000,0,0,0,2353000
6,4,3,2,3,341775,9,1,2,0,48,2900000,40000,57500,0,0,0,0,5373500
6,4,3,2,3,76500,4,1,2,2,59,1650000,77500,82500,0,0,0,0,3586005
5,4,3,2,3,187075,2,1,1,2,35,950000,87500,95000,0,0,0,0,2983000
6,2,3,2,2,49400,2,2,2,1,12,350000,2000,0,60000,0,6250,0,507750
6,4,3,2,3,101250,1,2,3,1,35,700000,0,600,185000,0,0,0,538350
6,4,3,2,3,91150,2,1,2,1,59,1500000,5750,27000,0,0,0,0,2721250
5,4,3,2,4,175925,2,2,1,2,35,1450000,12000,3100,750000,0,0,0,3083100
6,4,2,2,3,138575,2,1,3,0,59,1200000,1250000,165000,0,0,3600,0,4462150
1,4,3,2,4,61250,9,1,2,2,59,1500000,7000,40000,0,0,0,0,4077000
2,4,2,2,9,100000,9,2,1,2,46,575000,5000,5000,290000,0,0,0,925000
5,3,3,2,3,119200,1,2,1,1,35,800000,10,0,125000,0,0,24000,2176010
3,6,2,2,3,52550,1,3,2,1,13,0,650,0,0,0,0,0,142550
6,3,3,2,1,39825,1,1,3,0,35,220000,175,0,0,0,0,6500,526575
5,4,3,2,3,301425,4,2,1,3,24,525000,15500,0,140000,0,0,0,1921000
4,4,2,2,4,236300,4,1,1,3,24,320000,31000,135000,0,0,0,0,5046000
5,4,3,2,4,225175,4,2,1,3,35,950000,10000,0,260000,0,0,0,1976500
5,4,2,2,4,222150,4,2,1,3,59,1150000,1050,210000,95000,0,0,105000,2109350
6,4,3,2,4,88975,2,1,3,1,10,320000,55000,60000,0,0,775,0,1953725
3,4,1,2,4,132850,2,3,1,2,59,0,0,21000,0,0,0,0,133250
5,4,2,2,4,87750,3,2,1,1,59,2100000,2600,0,925000,0,3000,0,1414200
7,1,2,2,4,35500,9,1,6,9,59,3000000,480000,0,0,0,0,0,3630000
6,4,3,2,2,101900,2,1,3,0,59,1850000,100000,62500,0,0,0,0,3877500
4,1,2,1,2,133450,4,3,1,3,59,0,0,0,0,0,675,0,172225
4,4,2,2,4,79425,9,2,1,2,59,1450000,5250,14000,50000,0,5500,0,6383500
3,3,1,2,3,131225,3,2,1,2,48,350000,15000,0,200000,0,30000,0,948800
6,3,3,2,2,47425,2,1,3,0,35,240000,9250,0,0,0,1550,0,423700
6,4,3,2,4,68825,2,1,3,0,12,700000,30000,26000,0,0,0,0,1275500
3,4,3,2,3,142225,3,2,1,2,59,1200000,34000,5000,290000,0,0,0,1635500
5,4,2,2,4,31700,2,1,3,0,35,2800000,35000,50000,0,0,250,0,3904500
4,4,3,2,3,96800,3,2,3,3,35,1050000,19000,60000,650000,0,0,0,409500
6,4,3,2,4,77775,2,1,3,0,24,475000,52500,30000,0,0,0,0,1613225
4,4,1,2,4,212600,2,2,1,2,59,1850000,29000,230000,550000,0,0,0,3514000
5,4,3,2,4,230650,2,1,2,1,59,1400000,2200000,125000,0,0,0,0,6740250
6,4,3,2,3,43500,2,1,3,0,47,330000,47500,250000,0,0,0,0,1520000
2,3,1,2,4,101600,2,3,1,1,35,0,1000,31000,0,0,275,2100,258125
3,4,2,2,3,67725,1,2,1,1,59,480000,3000,7000,150000,0,1550,10500,426525
4,4,3,2,3,176025,3,1,1,2,24,1350000,8000,21000,0,0,0,20000,6838000
4,3,3,2,3,129025,3,2,1,2,48,550000,20000,0,460000,0,3600,0,634950
4,4,2,2,4,166800,3,2,1,2,59,1200000,10000,9500,725000,0,0,95000,2020250
5,4,3,2,4,39725,1,1,3,1,35,550000,220000,95000,0,0,0,0,1825500
5,4,2,2,2,304800,4,1,2,2,35,1050000,10500,190000,0,0,0,0,2938000
3,4,2,2,2,40050,1,3,1,1,35,0,0,0,0,0,0,2600,48900
4,4,1,2,3,232800,9,2,1,2,13,410000,4000,50,300000,0,65000,30000,1734755
3,4,3,2,4,138725,3,2,1,2,35,1450000,10000,7000,410000,0,0,0,1245500
2,4,3,2,4,143425,3,2,1,2,24,460000,20000,0,220000,0,0,0,477250
6,4,3,2,4,88500,2,1,3,0,24,400000,140000,200000,0,0,0,0,4169000
6,4,3,2,1,82125,2,1,2,2,47,340000,40000,0,0,0,0,0,1587500
5,6,3,2,1,25375,1,3,2,1,47,0,0,15000,0,0,0,0,265505
6,6,2,2,1,32375,4,3,6,0,35,0,325,0,0,2100,1000,0,975
4,4,3,2,4,171575,3,1,1,3,35,1500000,44000,145000,0,26000,0,0,2659000
4,4,3,2,3,130500,3,2,1,3,47,300000,25000,0,165000,7250,0,0,295250
6,4,3,2,2,70775,2,3,3,0,46,0,135000,170000,0,0,0,0,741500
5,4,3,2,4,200500,4,1,1,3,47,350000,20000,6250,0,0,0,20000,1041500
6,4,3,2,3,100725,2,1,3,0,59,475000,20000,18500,0,0,675,0,2072825
3,2,3,2,2,48800,1,3,1,1,24,0,20,0,0,0,0,0,27020
4,2,2,2,2,27000,3,2,9,9,46,380000,9500,0,155000,0,0,0,1070005
6,4,3,2,3,136250,4,1,3,1,47,675000,72500,105000,0,0,0,0,2416500
5,4,3,2,3,47450,2,1,2,2,48,525000,21000,145000,0,0,0,0,10213500
5,3,3,2,2,100025,4,2,1,3,35,1450000,40000,40000,525000,1000,0,0,2059500
6,4,3,2,2,53950,2,1,6,0,47,925000,62500,12000,0,0,0,0,1231375
4,4,1,2,4,362025,4,2,1,2,59,2300000,19000,0,575000,0,0,44000,4284000
6,4,3,2,4,63350,2,1,3,0,47,675000,95000,85000,0,0,0,0,2747500
3,3,2,2,2,120650,3,2,1,9,47,130000,550,0,105000,7000,33000,0,39425
4,3,2,2,2,143275,3,1,1,3,47,475000,0,10500,0,0,34000,17500,1140000
4,3,1,2,2,48300,1,3,1,1,59,0,375,0,0,0,6000,5250,23500
6,2,3,1,3,22000,1,3,3,0,24,0,50,0,0,0,8500,0,-8125
5,4,3,2,3,82975,9,1,3,1,35,1000000,80000,0,0,0,0,0,16405000
6,3,2,2,4,43625,2,1,3,1,11,77500,80000,72500,0,0,575,0,391325
5,3,2,2,2,44025,1,2,1,1,48,500000,3000,0,440000,0,1200,50000,-37200
2,3,2,2,3,111200,3,2,1,2,47,420000,1050,20000,320000,0,0,7500,231200
2,6,1,2,4,16000,1,3,2,0,59,0,10000,0,0,0,0,0,14750
5,4,3,2,4,113600,4,2,1,2,24,350000,7750,0,45000,0,0,0,1289000
3,4,3,2,4,92175,3,3,2,1,59,0,310000,24000,0,0,0,0,2450250
5,3,2,2,4,123750,4,2,1,3,59,1550000,28000,950,160000,7000,17000,52500,1686450
5,4,3,2,3,253225,4,2,1,3,35,1450000,50000,8250,165000,0,3900,0,3192850
5,4,3,2,4,68850,2,1,9,9,12,180000,3000,0,0,0,0,0,964500
5,3,3,2,3,105750,4,2,9,2,12,175000,15000,125,48000,0,7500,0,267125
6,4,3,2,4,183475,4,1,1,1,35,1050000,155000,125000,0,0,0,0,1637900
4,4,2,2,4,104500,3,1,2,2,35,1000000,300000,34000,0,0,0,0,1956500
6,6,3,2,2,27000,1,3,3,0,24,0,0,0,0,0,0,0,4900
6,3,3,2,1,40000,4,3,3,0,59,0,250,0,0,0,4000,0,958250
5,4,2,1,3,105975,3,2,1,2,35,1150000,10000,5250,480000,0,0,0,800250
5,4,1,2,1,78750,3,2,1,2,35,625000,3900,875,220000,0,0,5250,479425
7,4,3,2,2,26500,1,1,3,0,48,290000,20000,0,0,0,0,0,348250
5,4,3,2,3,124475,2,1,1,2,46,150000,160000,100000,0,0,0,0,945005
6,3,2,1,3,66500,4,2,2,3,35,350000,1900,0,170000,0,6250,0,616555
5,4,1,2,3,93850,4,1,1,2,59,500000,9000,72500,0,0,0,0,915000
6,4,2,2,3,63150,2,1,3,2,59,675000,340000,775000,0,0,1000,0,2554000
3,4,3,2,2,133775,3,2,1,2,24,310000,5000,0,185000,0,0,0,423000
6,4,2,2,3,99500,2,1,3,0,59,1850000,125000,95000,0,0,0,0,2835250
3,3,2,2,4,55550,9,3,9,1,46,0,10,0,0,0,3600,0,9611410
4,3,2,2,2,199250,4,2,1,3,59,1450000,22000,30000,360000,24000,0,0,1207500
4,4,3,2,2,29125,1,3,1,1,24,0,2900,0,0,0,0,0,32400
6,4,3,2,3,66000,2,2,3,1,59,1800000,1900,87500,825000,0,30000,0,1526905
3,4,3,2,4,167550,9,1,1,2,10,430000,14500,52500,0,0,0,0,1131000
5,4,3,2,3,170275,2,1,1,2,24,120000,2000,0,0,0,0,0,1254500
6,4,2,2,4,103175,2,1,1,1,24,925000,600000,41000,0,0,0,0,2479950
2,4,2,2,4,212250,2,3,1,0,48,0,1700,140000,0,0,0,0,885800
5,4,3,2,3,79700,2,1,1,2,35,200000,105000,2000,0,0,0,0,783250
6,4,3,2,2,40625,1,3,3,0,12,0,45000,75000,0,0,0,0,594000
5,4,2,2,3,141075,4,2,1,2,35,1050000,4000,36000,190000,1900,0,0,1990250
5,3,2,2,2,53000,2,3,3,1,24,0,550,0,0,0,38000,0,538550
5,3,1,2,4,209925,3,2,1,3,35,1850000,30000,5000,750000,0,15000,31000,2873400
5,4,1,2,4,316675,9,2,1,3,35,1100000,20000,6250,240000,0,0,0,8078750
6,6,2,2,4,25000,1,3,3,0,48,0,0,0,0,0,0,0,1100
4,4,3,2,3,79500,1,2,1,1,47,120000,10000,110000,145000,0,0,0,736500
7,4,3,2,4,47100,1,3,9,0,13,0,290000,120000,0,0,0,0,752700
5,4,3,2,3,103425,2,1,1,1,35,575000,72500,165000,0,0,0,0,1765000
7,3,3,2,1,50150,2,1,3,1,35,240000,5000,4500,0,0,3200,325,362475
4,4,3,2,2,150250,2,2,1,1,35,2100000,875000,82500,650000,0,0,0,3166500
6,4,3,2,4,213075,2,2,3,1,13,180000,9500,0,39000,0,0,0,1721000
4,4,3,2,4,132125,2,1,1,2,35,775000,20000,0,0,0,0,0,1445250
4,4,1,2,4,126000,3,2,1,2,46,475000,7750,0,120000,0,0,0,1311250
3,2,2,1,4,68450,9,1,1,2,11,100000,-600,0,0,0,4000,0,252850
5,4,2,2,2,4825,1,1,3,0,12,430000,48000,82500,0,0,1450,0,863550
6,4,3,2,2,83000,2,1,3,1,10,240000,85000,175000,0,0,2400,0,1211100
5,4,3,2,4,145425,2,1,2,2,47,450000,115000,210000,0,0,0,0,3361000
6,3,3,2,2,60400,1,1,1,1,13,260000,3000,0,0,0,0,0,674500
2,4,3,2,4,35150,1,3,2,1,24,0,5000,41000,0,12000,0,0,71250
6,5,3,2,2,30950,1,1,6,0,59,800000,1300000,0,0,0,0,0,2136250
5,4,2,2,3,104700,1,2,1,1,35,330000,4000,0,190000,0,2900,0,549850
2,4,3,2,3,119750,4,1,1,2,59,650000,95000,50000,0,0,0,0,934100
4,3,3,2,4,84050,9,2,1,1,10,150000,2000,130000,97500,0,2000,0,823000
5,4,3,2,4,76200,1,2,1,1,24,1000000,52500,30000,280000,0,0,0,1721005
3,4,3,2,4,93625,3,2,1,2,59,925000,13000,0,110000,0,0,0,928040
5,4,3,2,1,116725,2,2,1,1,47,175000,12500,41000,44000,0,0,1800,1267700
6,6,2,2,1,42725,4,1,3,1,10,20000,0,0,0,0,0,0,24300
7,4,3,2,1,26600,1,1,3,0,12,240000,28000,87500,0,0,0,0,665650
5,3,2,2,3,78225,2,3,1,2,35,0,350,0,0,0,17000,0,-14750
6,4,3,2,3,68900,2,1,3,2,46,500000,47500,200000,0,0,0,0,1970000
7,4,3,2,3,23825,1,1,3,0,35,850000,10,0,0,0,0,0,873510
4,4,3,2,4,264025,3,2,1,3,35,2500000,50000,75000,750000,0,0,0,4516000
6,3,2,2,2,275,1,1,2,1,35,410000,13000,0,0,0,0,0,737005
4,4,3,2,4,252250,1,1,1,0,48,550000,135000,39000,0,0,0,0,4032000
6,4,2,2,4,914500,9,2,2,3,35,1450000,23000,310000,250000,0,0,950000,8977000
3,4,3,2,4,148325,3,2,1,2,47,330000,5000,20000,40000,0,0,0,666250
5,3,3,2,4,74000,2,2,3,1,24,525000,2800,2100,135000,0,26000,180000,1018400
6,4,3,2,4,127675,2,1,3,0,35,750000,195000,240000,0,0,0,0,2785000
5,4,3,2,4,101725,1,1,1,1,24,625000,8500,52500,0,0,0,0,1864500
2,4,3,2,4,132775,9,2,1,2,46,270000,41000,4600,240000,0,0,0,158100
2,3,3,2,4,64950,4,2,1,1,35,3600000,21000,13500,500000,0,0,0,4339750
6,4,2,2,2,25100,2,1,3,0,59,725000,23000,97500,0,0,0,0,1568000
